"from","to","weight"
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","IK_LDCYZAJDBXYCGN-UHFFFAOYSA-N",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","IK_MGRVRXRGTBOSHW-UHFFFAOYSA-N",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","IK_OPTASPLRGRRNAP-UHFFFAOYSA-N",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","IK_SNIXRMIHFOIVBB-UHFFFAOYSA-N",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","IK_VVUVJGRVEYHIHC-UHFFFAOYSA-N",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","IK_WJSDHUCWMSHDCR-VMPITWQZSA-N",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_247",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_260",0.00591715976331361
"IK_KLXACYSQYFWVLM-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_290",0.00591715976331361
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","IK_LRQKBLKVPFOOQJ-YFKPBYRVSA-N",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","IK_LVRFTAZAXQPQHI-UHFFFAOYSA-N",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","IK_NMDWGEGFJUBKLB-UHFFFAOYSA-N",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","IK_NMDWGEGFJUBKLB-YFKPBYRVSA-N",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","IK_PGMYKACGEOXYJE-UHFFFAOYSA-N",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","IK_XCIXKGXIYUWCLL-UHFFFAOYSA-N",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","IK_YDCRNMJQROAWFT-RXMQYKEDSA-N",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_13",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_198_carbon_number_5_plasma_id_53",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_202_carbon_number_5_plasma_id_53",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_394",0.00308641975308642
"IK_KLZGKIDSEJWEDW-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_400",0.00308641975308642
"IK_KMAKOBLIOCQGJP-UHFFFAOYSA-N","IK_LKDRXBCSQODPBY-VRPWFDPXSA-N",0.0277777777777778
"IK_KMAKOBLIOCQGJP-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_272",0.0277777777777778
"IK_KMAKOBLIOCQGJP-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_434",0.0277777777777778
"IK_KMDRUUGMNYPPJH-UHFFFAOYSA-N","IK_LSFLNLHTOKKPHT-UHFFFAOYSA-N",0.01
"IK_KMDRUUGMNYPPJH-UHFFFAOYSA-N","IK_MHMUCYJKZUZMNJ-OWOJBTEDSA-N",0.01
"IK_KMDRUUGMNYPPJH-UHFFFAOYSA-N","IK_PYINVOHSOZSEPB-DKGLCQEFSA-N",0.01
"IK_KMDRUUGMNYPPJH-UHFFFAOYSA-N","IK_RYCNUMLMNKHWPZ-SNVBAGLBSA-N",0.01
"IK_KMDRUUGMNYPPJH-UHFFFAOYSA-N","IK_XIVFQYWMMJWUCD-VSTJRZLJSA-N",0.01
"IK_KMDRUUGMNYPPJH-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_100",0.01
"IK_KMDRUUGMNYPPJH-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_99",0.01
"IK_KMUIHDBETHWZBC-UHFFFAOYSA-N","IK_PIYTUGMLAKPQKI-OMQYJPGKSA-N",0.00346020761245675
"IK_KMUIHDBETHWZBC-UHFFFAOYSA-N","IK_QJPWUUJVYOJNMH-UHFFFAOYSA-N",0.00346020761245675
"IK_KMUIHDBETHWZBC-UHFFFAOYSA-N","IK_QWRYPHZJTWQLFX-UHFFFAOYSA-N",0.00346020761245675
"IK_KMUIHDBETHWZBC-UHFFFAOYSA-N","IK_SBJCUZQNHOLYMD-UHFFFAOYSA-N",0.00346020761245675
"IK_KMUIHDBETHWZBC-UHFFFAOYSA-N","IK_SFUVCMKSYKHYLD-FNORWQNLSA-N",0.00346020761245675
"IK_KMUIHDBETHWZBC-UHFFFAOYSA-N","IK_SITLTJHOQZFJGG-XPUUQOCRSA-N",0.00346020761245675
"IK_KMUIHDBETHWZBC-UHFFFAOYSA-N","IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N",0.00346020761245675
"IK_KMXXSJLYVJEBHI-UHFFFAOYSA-N","IK_PMMYEEVYMWASQN-DMTCNVIQSA-N",0.00444444444444444
"IK_KMXXSJLYVJEBHI-UHFFFAOYSA-N","IK_ROHFNLRQFUQHCH-UHFFFAOYNA-N",0.00444444444444444
"IK_KMXXSJLYVJEBHI-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_330",0.00444444444444444
"IK_KMXXSJLYVJEBHI-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_334",0.00444444444444444
"IK_KMXXSJLYVJEBHI-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_372",0.00444444444444444
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_ODAIHABQVKJNIY-PEDHHIEDSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_OJXQLGQIDIPMTE-UHFFFAOYSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_QMGGUIASDZZMHS-UHFFFAOYSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_RJPPRBMGVWEZRR-WTZPKTTFSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_RSEPBGGWRJCQGY-RBRWEJTLSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_TWSWSIQAPQLDBP-DOFZRALJSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_UELBXEKQONEDKM-IRXDYDNUSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","IK_ULHWZNASVJIOEM-ZETCQYMHSA-N",0.01
"IK_KOAPDMKKECXPHX-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_113",0.01
"IK_KOCFTADHOAAXFC-UHFFFAOYSA-N","IK_NWWJFMCCTZLKNT-UHFFFAOYSA-N",0.015625
"IK_KOCFTADHOAAXFC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_391",0.015625
"IK_KOCFTADHOAAXFC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_397",0.015625
"IK_KOCFTADHOAAXFC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_410",0.015625
"IK_KOCFTADHOAAXFC-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_425",0.015625
"IK_KOCKWDDTAHPJSX-UHFFFAOYSA-N","IK_UATOAILWGVYRQS-HHHXNRCGSA-N",0.0625
"IK_KOCKWDDTAHPJSX-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_76",0.0625
"IK_KOCKWDDTAHPJSX-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_77",0.0625
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_NICDFCNOCPZHTJ-LXGSHKTASA-N",0.01
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_OMLWNBVRVJYMBQ-YUMQZZPRSA-N",0.01
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_PSHXNVGSVNEJBD-LJQANCHMSA-N",0.01
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_PTGGMPLMNDBPGB-CXISOLTFSA-N",0.01
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_QMPHZIPNNJOWQI-DUXPYHPUSA-N",0.01
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_UFGLFVVFQFFPSV-LKBCLYITSA-N",0.01
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_VTDZILAWJJXPEL-UHFFFAOYSA-N",0.01
"IK_KOGRJTUIKPMZEJ-KTKRTIGZSA-N","IK_XZOBJEOEOJXQBF-UHFFFAOYSA-N",0.01
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","IK_MFNAKLLYSPINFZ-UHFFFAOYSA-N",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","IK_MWBWWFOAEOYUST-UHFFFAOYSA-N",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","IK_PQNASZJZHFPQLE-LURJTMIESA-N",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","IK_RCCMXKJGURLWPB-UHFFFAOYSA-N",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","IK_UIKROCXWUNQSPJ-UHFFFAOYNA-N",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","IK_UIKROCXWUNQSPJ-VIFPVBQESA-N",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","UNKNOWN_ROW__24167579__unknown_24",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","UNKNOWN_ROW__35829770__unknown_343",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","UNKNOWN_ROW__35829770__unknown_349",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","UNKNOWN_ROW__35829770__unknown_373",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","UNKNOWN_ROW__35829770__unknown_374",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","UNKNOWN_ROW__35829770__unknown_377",0.00346020761245675
"IK_KORLZEIJSHHTDW-YFKPBYRVSA-N","UNKNOWN_ROW__35829770__unknown_461",0.00346020761245675
"IK_KPGXRSRHYNQIFN-UHFFFAOYSA-N","IK_WNLRTRBMVRJNCN-UHFFFAOYSA-N",0.0277777777777778
"IK_KPGXRSRHYNQIFN-UHFFFAOYSA-N","IK_YSMODUONRAFBET-UHNVWZDZSA-N",0.0277777777777778
"IK_KPGXRSRHYNQIFN-UHFFFAOYSA-N","IK_ZSANYRMTSBBUCA-UHFFFAOYSA-N",0.0277777777777778
"IK_KPGXRSRHYNQIFN-UHFFFAOYSA-N","NO_INCHIKEY__5 hydroxymethyl 4 methoxy 2 5h furanone",0.0277777777777778
"IK_KPMVHELZNRNSMN-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_277",0.04
"IK_KPMVHELZNRNSMN-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_282",0.04
"IK_KPMVHELZNRNSMN-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_284",0.04
"IK_KPMVHELZNRNSMN-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_300",0.04
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","IK_LJIRBXZDQGQUOO-KVTDHHQDSA-N",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","IK_PNEJUHLZEPRMHF-UHFFFAOYSA-N",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","IK_SUHOQUVVVLNYQR-UHFFFAOYSA-N",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","UNKNOWN_ROW__35829770__unknown_249",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","UNKNOWN_ROW__35829770__unknown_299",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","UNKNOWN_ROW__35829770__unknown_306",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","UNKNOWN_ROW__35829770__unknown_366",0.00390625
"IK_KPQMCAKZRXOZLB-KOIHBYQTSA-N","UNKNOWN_ROW__35829770__unknown_421",0.00390625
"IK_KPUXJBYSYFEKKB-UHFFFAOYSA-N","IK_QKNCKSQAXGWPIK-FOWTUZBSSA-N",0.0625
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_MHDVGSVTJDSBDK-UHFFFAOYSA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_PLNJUBIUGVATKW-SNAWJCMRSA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_QZAYGJVTTNCVMB-UHFFFAOYSA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_SCIFESDRCALIIM-VIFPVBQESA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_UARKDOLETOEBCU-UHFFFAOYSA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_XEVQXKKKAVVSMW-WRWORJQWSA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_XLUAWXQORJEMBD-YUMQZZPRSA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_ZBXYMKUZCWCGPC-BDWKERMESA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","IK_ZXVONLUNISGICL-UHFFFAOYSA-N",0.00510204081632653
"IK_KPWKPGFLZGMMFX-VHSXEESVSA-N","UNKNOWN_ROW__35829770__unknown_309",0.00510204081632653
"IK_KQBKJSVYIBRYNQ-KKMFPEKASA-N","IK_MDSUKZSLOATHMH-UHFFFAOYSA-N",0.04
"IK_KQBKJSVYIBRYNQ-KKMFPEKASA-N","IK_YBDFPZJQBYCWBA-WMTBOZPISA-N",0.04
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_KTCOGEGNUCOCON-UHFFFAOYSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_KTOLOIKYVCHRJW-XZMZPDFPSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_NESRXFGQJARQNM-OWYFMNJBSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_NPDTUDWGJMBVEP-UHFFFAOYSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_OSICWVVWEXKSBD-LFAYTRTRSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_QTAGQHZOLRFCBU-UHFFFAOYSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_RSIHSRDYCUFFLA-DYKIIFRCSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_SPURMHFLEKVAAS-UHFFFAOYSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_TVZCRIROJQEVOT-LSDHHAIUSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_XHMGEKKHSKIGMI-BDBJOHPESA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","IK_ZOTBXTZVPHCKPN-HTXNQAPBSA-N",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","UNKNOWN_ROW__24167579__unknown_104",0.00346020761245675
"IK_KQXKVJAGOJTNJS-HNNXBMFYSA-N","UNKNOWN_ROW__35829770__unknown_399",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","IK_NJCXGFKPQSFZIB-RRKCRQDMSA-N",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","IK_RFHAOTPXVQNOHP-UHFFFAOYSA-N",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","IK_SDVXSCSNVVZWDD-LURJTMIESA-N",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","IK_VYMDGNCVAMGZFE-UHFFFAOYSA-N",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","IK_WEQJQNWXCSUVMA-NEPJUHHUSA-N",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","IK_WNSUMUNACHNURC-UHFFFAOYSA-N",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","IK_XSXIVVZCUAHUJO-HZJYTTRNSA-N",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_51",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_52",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_95",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_96",0.00346020761245675
"IK_KQZRTOGFDRQBSR-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_316",0.00346020761245675
"IK_KRBJOAIDSTYRMG-UHFFFAOYSA-N","IK_ODVPGHBKUZXZJN-PWWCDPQYSA-N",0.04
"IK_KRHHFPJGGBLAAH-MYBCZMNMSA-N","IK_QQQYTWIFVNKMRW-UHFFFAOYSA-N",0.25
"IK_KRHRBKYBJXMYBB-WHFBIAKZSA-N","IK_ZCXGMSGCBDSEOY-UHFFFAOYSA-N",0.0204081632653061
"IK_KRHRBKYBJXMYBB-WHFBIAKZSA-N","UNKNOWN_ROW__24167579__unknown_32",0.0204081632653061
"IK_KRHRBKYBJXMYBB-WHFBIAKZSA-N","UNKNOWN_ROW__24167579__unknown_33",0.0204081632653061
"IK_KRHRBKYBJXMYBB-WHFBIAKZSA-N","UNKNOWN_ROW__35829770__unknown_362",0.0204081632653061
"IK_KRHRBKYBJXMYBB-WHFBIAKZSA-N","UNKNOWN_ROW__35829770__unknown_414",0.0204081632653061
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_MXRPNYMMDLFYDL-YFKPBYRVSA-N",0.00591715976331361
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_NWGZOALPWZDXNG-UHFFFAOYNA-N",0.00591715976331361
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_PLOUQIGEQKCKHG-UHFFFAOYSA-N",0.00591715976331361
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_PYGSKMBEVAICCR-UHFFFAOYSA-N",0.00591715976331361
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_QEFNQQRVZDFDIJ-UHFFFAOYSA-N",0.00591715976331361
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_RYFOJXFXERAMLS-UHFFFAOYSA-N",0.00591715976331361
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_SVYIZYRTOYHQRE-UHFFFAOYSA-N",0.00591715976331361
"IK_KRKNYBCHXYNGOX-UHFFFAOYSA-N","IK_VMYXUZSZMNBRCN-UHFFFAOYSA-N",0.00591715976331361
"IK_KRNYOVHEKOBTEF-YUMQZZPRSA-N","IK_ORQXBVXKBGUSBA-UHFFFAOYSA-N",0.25
"IK_KRVDMABBKYMBHG-UHFFFAOYSA-N","IK_MMKRHZKQPFCLLS-UHFFFAOYSA-N",0.01
"IK_KRVDMABBKYMBHG-UHFFFAOYSA-N","IK_PFURGBBHAOXLIO-UHFFFAOYSA-N",0.01
"IK_KRVDMABBKYMBHG-UHFFFAOYSA-N","IK_ZLCUIOWQYBYEBG-UHFFFAOYSA-N",0.01
"IK_KRVDMABBKYMBHG-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_338",0.01
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","IK_MVYUVUOSXNYQLL-UHFFFAOYSA-N",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","IK_OTSBKHHWSQYEHK-UHFFFAOYSA-N",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","IK_QFXOXDSHNXAFEY-SREVYHEPSA-N",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","IK_RGHNJXZEOKUKBD-UHFFFAOYNA-N",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","IK_RWCOTTLHDJWHRS-YUMQZZPRSA-N",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","IK_RYYVLZVUVIJVGH-UHFFFAOYSA-N",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","IK_UYZBRJHRPDMUHS-UHFFFAOYSA-N",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","UNKNOWN_ROW__35829770__unknown_328",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","UNKNOWN_ROW__35829770__unknown_383",0.00591715976331361
"IK_KSEBMYQBYZTDHS-HWKANZROSA-N","UNKNOWN_ROW__35829770__unknown_405",0.00591715976331361
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_KXGVEGMKQFWNSR-WFTUMUMQSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_RUDATBOHQWOJDD-BSWAIDMHSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_UBCPEZWGUOSYHO-JAPSQKQGSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_VNRLQDGXGABKPC-UHFFFAOYSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_WVBBZEILYLXGFN-RBUKOAKNSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_WVULKSPCQVQLCU-BUXLTGKBSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_ZWRRJEICIPUPHZ-DAOPMYJZSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","IK_ZWRRJEICIPUPHZ-UHFFFAOYSA-N",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_128",0.00694444444444444
"IK_KSEGSVAXULZZCC-UHFFFAOYSA-N","UNKNOWN_ROW__24167579__unknown_129",0.00694444444444444
"IK_KSGZCKSNTAJOJS-DZBMUNJRSA-N","IK_VGSSUFQMXBFFTM-METNKUIYSA-N",0.111111111111111
"IK_KSGZCKSNTAJOJS-DZBMUNJRSA-N","UNKNOWN_ROW__24167579__unknown_147",0.111111111111111
"IK_KSMRODHGGIIXDV-YFKPBYRVSA-N","IK_MWOOGOJBHIARFG-UHFFFAOYSA-N",0.015625
"IK_KSMRODHGGIIXDV-YFKPBYRVSA-N","IK_PHIQHXFUZVPYII-UHFFFAOYNA-N",0.015625
"IK_KSMRODHGGIIXDV-YFKPBYRVSA-N","IK_QWVGKYWNOKOFNN-UHFFFAOYSA-N",0.015625
"IK_KSMRODHGGIIXDV-YFKPBYRVSA-N","IK_UGFILLIGHGZLHE-UHFFFAOYSA-N",0.015625
"IK_KSMRODHGGIIXDV-YFKPBYRVSA-N","IK_WXTMDXOMEHJXQO-UHFFFAOYSA-N",0.015625
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_LSWOCDLIYSKTRX-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_MCJGNVYPOGVAJF-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_NZNMSOFKMUBTKW-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_OIPILFWXSMYKGL-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_OLNJUISKUQQNIM-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_PWKSKIMOESPYIA-BYPYZUCNSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_SZBGXBOFCGNPEU-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_TUHVEAJXIMEOSA-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_UZTFMUBKZQVKLK-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_WHBMMWSBFZVSSR-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_WHUUTDBJXJRKMK-UXXIZXEISA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_XQXPVVBIMDBYFF-UHFFFAOYSA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","IK_ZDXPYRJPNDTMRX-VKHMYHEASA-N",0.00277008310249307
"IK_KSPIYJQBLVDRRI-UHFFFAOYSA-N","UNKNOWN_ROW__35829770__unknown_294",0.00277008310249307
"IK_KSPQDMRTZZYQLM-UHFFFAOYSA-N","IK_LEHOTFFKMJEONL-UHFFFAOYSA-N",0.0277777777777778
"IK_KSPQDMRTZZYQLM-UHFFFAOYSA-N","IK_PRJJVJQUMHDYMQ-UHFFFAOYSA-N",0.0277777777777778
"IK_KSPQDMRTZZYQLM-UHFFFAOYSA-N","IK_QNGQIURXCUHNAT-UHFFFAOYSA-N",0.0277777777777778
"IK_KSPQDMRTZZYQLM-UHFFFAOYSA-N","IK_ZYGHJZDHTFUPRJ-UHFFFAOYSA-N",0.0277777777777778
"IK_KTCOGEGNUCOCON-UHFFFAOYSA-N","IK_KTOLOIKYVCHRJW-XZMZPDFPSA-N",0.00346020761245675
"IK_KTCOGEGNUCOCON-UHFFFAOYSA-N","IK_NESRXFGQJARQNM-OWYFMNJBSA-N",0.00346020761245675
"IK_KTCOGEGNUCOCON-UHFFFAOYSA-N","IK_NPDTUDWGJMBVEP-UHFFFAOYSA-N",0.00346020761245675
"IK_KTCOGEGNUCOCON-UHFFFAOYSA-N","IK_OSICWVVWEXKSBD-LFAYTRTRSA-N",0.00346020761245675
"IK_KTCOGEGNUCOCON-UHFFFAOYSA-N","IK_QTAGQHZOLRFCBU-UHFFFAOYSA-N",0.00346020761245675
"IK_KTCOGEGNUCOCON-UHFFFAOYSA-N","IK_RSIHSRDYCUFFLA-DYKIIFRCSA-N",0.00346020761245675
